author,changes,common_name,familyetc,species,species_number,subspecies
BOULENGER 1894,,"E: Western Snail-Eating Snake
S: Caracolera  Occidental","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas annulifera,19569,
GÜNTHER 1858,,"E: Banded Snail Sucker
E: Guerreran Snail Sucker [guerreroensis]
S: Caracolera Añillada","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas fasciata,19570,"Tropidodipsas fasciata fasciata GÜNTHER 1858
Tropidodipsas fasciata guerreroensis TAYLOR 1939"
(BOULENGER 1894),,"E: Fischer’s Snail-Eating Snake
S: Caracolera de Fischer","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas fischeri,19571,
(JAN 1863),,"E: Philippi’s Snail-Eating Snake
S: Caracolera de Philippi","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas philippii,19572,
"SMITH, LEMOS-ESPINAL, HARTMAN & CHISZAR 2005",,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas repleta,19573,
COPE 1863,,"E: Terrestrial Snail Sucker
G: Neotropische Schneckennatter
S: Caracolera Terrestre","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas sartorii,19574,"Tropidodipsas sartorii macdougalli SMITH 1943
Tropidodipsas sartorii sartorii (COPE 1863)"
(LINER & WILSON 1970),,"E: Zweifel’s Snail-Eating Snake
S: Caracolera de Zweifel","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodipsas zweifeli,19575,
(SCHLEGEL 1837),,E: Serra Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodryas serra,19576,
(COPE 1870),,E: Jiboinha,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidodryas striaticeps,19577,
(SMITH 1949),,E: Hutton’s pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidolaemus huttoni,19578,
"(KUCH, GUMPRECHT & MELAUN 2007)",,E: Broad-banded Temple Pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidolaemus laticinctus,19579,
(GRAY 1842),,"E: South Philippine temple pitviper
G: Südphilippinische Tempelviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidolaemus philippensis,19580,
(GRAY 1842),,"E: North Philippine temple pitviper
G: Philippinische Tempelviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidolaemus subannulatus,19581,
(BOIE 1827),,"E: Wagler's Palm Viper, Wagler's Pit Viper, Temple pitviper
G: Waglers Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidolaemus wagleri,19582,
MALNATE & UNDERWOOD 1988,,E: East Papuan keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis aenigmaticus,19583,
(WERNER 1899),,E: New Britain keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis dahlii,19584,
(GÜNTHER 1883),,E: Spotted Water Snake,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis dendrophiops,19585,
KRAUS & ALLISON 2004,,,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis dolasii,19586,
(BOULENGER 1897),,E: Barred keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis doriae,19587,
(JAN 1865),,E: Moluccan keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis elongatus,19588,
(BOETTGER 1895),,,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis halmahericus,19589,
(GÜNTHER 1877),,E: Bismarck keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis hypomelas,19590,
(GRAY 1841),,"E: Common keelback, Mair’s keelback
G: Kielrücken Wassernatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis mairii,19591,"Tropidonophis mairii mairii (GRAY 1841)         
Tropidonophis mairii plumbea (MACLEAY 1877)"
MALNATE & UNDERWOOD 1988,,E: Northern New Guinea keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis mcdowelli,19592,
(LIDTH DE JEUDE 1911),,E: North Irian montane keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis montanus,19593,
(BRONGERSMA 1948),,E: Many-scaled keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis multiscutellatus,19594,
(TAYLOR 1917),,E: Negros Spotted Water Snake,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis negrosensis,19595,
(LIDTH DE JEUDE 1911),,E: New Guinea keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis novaeguineae,19596,
MALNATE & UNDERWOOD 1988,,E: Highland keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis parkeri,19597,
(SCHLEGEL 1837),,E: Painted keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis picturatus,19598,
(BOETTGER 1895),,E: Halmahera Keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis punctiventris,19599,
MALNATE & UNDERWOOD 1988,,E: PNG montane keelback,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis statisticus,19600,
(PETERS 1863),,,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidonophis truncatus,19601,
LAURENT 1949,,E: Battersby's Dwarf Boa,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis battersbyi,19602,
(COPE 1868),,"E: Navassa Trope, Navassa Dwarf Boa
G: Navassa-Zwergboa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis bucculentus,19603,
(COPE 1868),,"E: Inagua Trope, Bahama-Wood Snakes
G: Bahama-Zwerg-Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis canus,19604,
BATTERSBY 1938,,"E: Grand Cayman Trope, Cayman Islands Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis caymanensis,19605,
"HEDGES, ESTRADA & DIAZ 1999",,E: CANASI TROPE,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis celiae,19606,
(GARMAN 1887),,"E: Northern Bahamas Trope, Bahama-Wood Snakes
G: Bahama-Zwerg-Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis curtus,19607,
SCHWARTZ 1957,,"E: Broad-banded Trope, Feick's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis feicki,19608,
HEDGES & GARRIDO 1992,,E: CUBAN DUSKY TROPE,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis fuscus,19609,
SCHWARTZ & GARRIDO 1975,,"E: Escambray White-necked Trope, Pilsbry's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis galacelidus,19610,
"CURCIO, SALES-NUNES, SUZART ARGOLO, SKUK & RODRIGUES 2012",,,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis grapiuna,19611,
BARBOUR & SHREVE 1936,,"E: Caicos Trope, Ambergris Cay Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis greenwayi,19612,"Tropidophis greenwayi greenwayi BARBOUR & SHREVE 1936
Tropidophis greenwayi lanthanus SCHWARTZ 1963"
(COPE 1879),,"E: Hispaniolan Trope, Haitian Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis haetianus,19613,"Tropidophis haetianus haetianus (COPE 1879)
Tropidophis haetianus hemerus SCHWARTZ 1975
Tropidophis haetianus tiburonensis SCHWARTZ 1975"
SCHWARTZ & GARRIDO 1975,,"E: Escambray Small-headed Trope, Blackbelly Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis hardyi,19614,
HEDGES & GARRIDO 2002,,E: Cuban Khaki Trope,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis hendersoni,19615,
STULL 1928,,"E: Jamaican Brown Trope, Jamaica Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis jamaicensis,19616,
(BIBRON 1840),,"E: Spotted Red Trope, Spotted Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis maculatus,19617,
(SCHLEGEL 1837),,"E: Giant Trope, Wood Snake
G: Kubanische Zwergboa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis melanurus,19618,"Tropidophis melanurus melanurus (SCHLEGEL 1837)
Tropidophis melanurus dysodes SCHWARTZ & THOMAS 1960
Tropidophis melanurus ericksoni SCHWARTZ & THOMAS 1960"
"HEDGES, GARRIDO &  DÍAZ 2001",,E: Zebra Trope,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis morenoi,19619,
BAILEY 1937,,"E: Dark-bellied Trope, Blackbelly Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis nigriventris,19620,
(GUNDLACH 1840),,"E: Spotted Brown Trope, Leopard Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis pardalis,19621,
GRANT 1941,,"E: Little Cayman Trope, Parker’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis parkeri,19622,
(MÜLLER 1901),,E: Brazilian Dwarf Boa,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis paucisquamis,19623,
BAILEY 1937,,"E: Oriente White-necked Trope, Pilsbry's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis pilsbryi,19624,
"CURCIO, SALES-NUNES, SUZART ARGOLO, SKUK & RODRIGUES 2012",,,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis preciosus,19625,
THOMAS 1963,,"E: Cayman Brac Trope, Schwartz’ Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis schwartzi,19626,
(GUNDLACH & PETERS 1864),,"E: Yellow-banded Trope, Banded Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis semicinctus,19627,
HEDGES & GARRIDO 1999,,E: SANCTI SPIRITUS TROPE,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis spiritus,19628,
DÍAZ & CÁDIZ 2020,,,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis steinleini,23104,
GRANT 1940,,"E: Jamaican Eyespotted Trope, Stejneger’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis stejnegeri,19629,
GRANT 1940,,"E: Portland Ridge Trope, Stull’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis stullae,19630,
(STEINDACHNER 1880),,E: Taczanowsky's Dwarf Boa.,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis taczanowskyi,19631,
STULL 1928,,"E: Gracile Banded Trope, Wright's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis wrighti,19632,
"DOMÍNGUEZ, MORENO & HEDGES 2006",,E: Guanahacabibes Trope,"Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Tropidophis xanthogaster,19633,
ANNANDALE 1912,,"E: North-Eastern Waterskink
G: Assam-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus assamensis,19634,
"HIKIDA, RIYANTO & OTA 2003",,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus baconi,19635,
BOURRET 1939,,"E: Bavi water skink, Bavay's Keeled Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus baviensis,19636,
PETERS 1871,,E: Beccari's Keeled Skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus beccarii,19637,
(BLYTH 1853),,"E: Berdmore’s Water Skink
G: Berdmores Wasserskink
Chinese: 缅甸棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus berdmorei,19638,
"NGUYEN, NGUYEN, SCHMITZ, ORLOV & ZIEGLER 2010",,"E: suggest Boehme’s Water Skink
Vietnamese: Thằn lằn tai boê-me
G: Böhmes Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus boehmei,19639,
(GRAY 1845),,E: Brook’s Keeled Skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus brookei,19640,
DUMÉRIL & BIBRON 1839,,E: Cochinchinese water skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus cocincinensis,19641,
BACON 1980,,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus davaoensis,19642,
GÜNTHER 1861,,E: Gray's Keeled Skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus grayi,19643,
WEN 1992,,Chinese: 广西棱蜥,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus guangxiensis,19644,
SMITH 1923,,"E: Hainan water skink
Chinese: 海南棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus hainanus,19645,
"CHUAYNKERN, NABHITABHATA, INTHARA, KAMSOOK & SOMSRI 2005",,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus hangnam,19646,
LIDTH DE JEUDE 1905,,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus iniquus,19647,
SMITH 1923,,"E: Laotian Keeled Skink
G: Laos-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus laotus,19648,
"HIKIDA, ORLOV, NABHITABHATA & OTA 2002",,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus latiscutatus,19649,
"HIKIDA, ORLOV, NABHITABHATA & OTA 2002",,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus matsuii,19650,
GÜNTHER 1861,,"E: Small-scaled Water Skink
G: Kleinschuppiger Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus microlepis,19651,
LIDTH DE JEUDE 1905,,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus micropus,19652,
STEJNEGER 1908,,E: Misamis Waterside Skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus misaminius,19653,
BOULENGER 1895,,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus mocquardii,19654,
"HIKIDA, ORLOV, NABHITABHATA & OTA 2002",,E: Murphy’s water skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus murphyi,19655,
"ZIEGLER, THANH & THANH 2005",,E: Nogge’s water skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus noggei,19656,
STEJNEGER 1910,,E: Partello's Waterside Skink,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus partelloi,19657,
BARBOUR 1921,,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus perplexus,19658,
SMITH 1919,,"E: Robinson's Keeled Skink, Robinson's Water Skink
G: Robinsons Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus robinsoni,19659,
"PUI, KARIN, BAUER & DAS 2017",,,"Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus sebi,20931,
BOETTGER 1886,,"E: Chinese water skink
Chinese: 中国棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus sinicus,19660,
SMITH 1919,,"E: Thai Stream Skink, Thai Water Skink
G: Thai-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",Tropidophorus thai,19661,
(HEWITT 1925),,E: Cottrell's Mountain Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Tropidosaura cottrelli,19662,
HEWITT 1927,,E: Essex's Mountain Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Tropidosaura essexi,19663,
HEWITT 1927,,"E: Cape Mountain Lizard, Yellow-striped Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Tropidosaura gularis,19664,
(GRAY 1831),,"Common Mountain Lizard, Green-striped Mountain Lizard
montana: Green-striped Mountain Lizard
rangeri: Ranger's Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Tropidosaura montana,19665,"Tropidosaura montana montana (GRAY 1831)
Tropidosaura montana natalensis FITZSIMONS 1947
Tropidosaura montana rangeri HEWITT 1926"
BOCAGE 1873,,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Tropidoscincus aubrianus,19666,
SADLIER & BAUER 2000,,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Tropidoscincus boreus,19667,
(BAVAY 1869),,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Tropidoscincus variabilis,19668,
(TSCHUDI 1845),,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus arenarius,19669,
"CARVALHO, RIVAS, CÉSPEDES & RODRIGUES 2018",,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus azurduyae,21293,
ROZE 1958,,E: Keeled Lava Lizard,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus bogerti,19670,
HARVEY & GUTBERLET 1998,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus callathelys,19671,
GUDYNAS & SKUK 1983,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus catalanensis,19672,
HARVEY & GUTBERLET 1998,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus chromatops,19673,
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus cocorobensis,19674,
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus erythrocephalus,19675,
CEI 1982,,E: Etheridge's Lava Lizard,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus etheridgei,19676,
"ALVAREZ, CEI & SCOLARO 1994",,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus guarani,19677,
(MANZANI & ABE 1990),,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus helenae,19678,
(SPIX 1825),,"E: Neotropical Lava Lizard, Peters' Lava Lizard
S: Guaripete, tuqueque","Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus hispidus,19679,
REINHARDT & LÜTKEN 1862,,E: Reinhardt's Lava Lizard,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus hygomi,19680,
KUNZ & BORGES-MARTINS 2013,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus imbituba,19681,
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus insulanus,19682,
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus itambere,19683,
"PASSOS, LIMA & BORGES-NOJOSA 2011",,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus jaguaribanus,19684,
CARVALHO 2016,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus lagunablanca,20421,
BOULENGER 1902,,"E: Black Lava Lizard
G: Schwarzer Anden-Kielschwanzleguan","Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus melanopleurus,19685,"Tropidurus melanopleurus melanopleurus BOULENGER 1902
Tropidurus melanopleurus pictus MÜLLER 1924"
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus montanus,19686,
RODRIGUES 1987,,,"Tropiduridae, Iguania, Sauria, Squamata (lizards)",Tropidurus mucujensis,19687,
